Cell ID,Cell Type,Dimorphism
811143,SNta03,
811145,SNpp45,
811148,SNxx02,
811165,SNta20,
811167,SNta29,
811169,SNta29,
811182,SNta21,
811189,SNpp44,
811191,WG4,
811195,SNta30,
811197,SNpp52,
811200,LgLG1a,
811217,SNta02,
811219,SNpp52,
811220,SNpp37,
811222,SNta29,
811227,SNta42,
811228,SNxx33,
811230,SNxx06,
811237,SNta29,
811240,LgLG1a,
811243,SNta37,
811249,SNta38,
811254,SNta03,
811258,SNta03,
811259,SNxx26,
811262,SNta28,
811266,SNpp47,
811271,SNpp15,
811274,WG4,
811275,SNxx04,
811276,LgLG1b,
811280,SNxx26,
811283,SNpp63,
811286,SNta18,
811296,SNta37,
811300,SNxx33,
811303,SNta25,
811305,SNpp19,
811306,SNta03,
811312,SNta29,
811313,SNpp39,
811318,SNta04,
811325,SNta28,
811331,SNta11,
811334,SNta04,
811335,SNta34,
811348,SNpp50,
811353,SNpp19,
811355,SNta28,
811359,SNta43,
811362,SNxx26,
811367,SNta30,
811368,SNta21,
811372,LgLG1a,
811373,SNta02,
811379,SNxx04,
811385,SNxx03,
811389,SNta25,
811397,SNxx21,
811404,,
811435,SNta42,
811440,SNta02,
811442,WG4,
811452,SNpp15,
811456,SNpp43,
811463,SNta28,
811464,SNta11,
811474,SNta30,
811475,SNpp14,
811476,WG4,
811479,SNta37,
811486,SNta20,
811488,SNta29,
811493,SNta29,
811497,SNta25,
811502,SNxx03,
811515,LgLG1b,
811516,SNpp40,
811519,,
811532,SNpp49,
811535,LgLG5,
811538,SNta11,
811540,SNpp58,
811541,SNta18,
811542,WG4,
811545,SNpp23,
811550,SNxx02,
811551,WG4,
811562,SNpp14,
811565,SNta42,
811575,SNta29,
811577,SNta43,
811585,SNta26,
811586,SNta18,
811588,SNta33,
811595,WG4,
811596,SNta18,
811597,WG4,
811599,LgLG3b,
811601,SNta29,
811604,LgLG3b,
811608,SNpp51,
811609,SNxx19,
811610,SNta37,
811613,SNxx02,
811619,SNxx03,
811621,WG4,
811622,SNxx04,
811623,SNch10,
811627,SNta38,
811635,WG4,
811641,LgLG1a,
811642,,
811643,SNpp60,
811644,SNta28,
811655,LgLG1a,
811668,SNta30,
811672,SNta37,
811683,SNta28,
811688,SNta32,
811689,,
811692,SNta26,
811698,,
811699,SNta32,
811704,SNxx14,
811710,SNxx02,
811713,,
811724,SNta03,
811728,SNta11,
811729,SNta07,
811730,SNxx33,
811732,SNta38,
811737,SNta29,
811739,SNta28,
811741,SNpp52,
811743,LgLG1a,
811746,SNta18,
811747,SNpp45,
811748,SNpp21,
811768,SNta03,
811769,SNta37,
811770,SNta02,
811771,SNta29,
811772,LgLG7,
811778,WG4,
811779,WG4,
811785,SNpp14,
811789,SNta37,
811790,SNta18,
811795,SNpp01,
811797,LgLG1a,
811801,SNta06,
811807,WG4,
811808,SNpp58,
811810,WG4,
811815,LgLG1a,
811816,SNxx33,
811819,SNxx02,
811820,LgLG1b,
